label,text
spam,You've been selected for a cash reward. Confirm your details at promo.link/redeem.
spam,Hurry! Your laptop is waiting. Redeem today at tinyurl.com/deal.
spam,Hurry! Your gift card is waiting. Redeem today at www.example.com.
ham,Ok... Take ur time n enjoy ur dinner...
spam,Get a iPhone for free! Just sign up at tinyurl.com/deal.
ham,"Sorry, I can't help you on this."
ham,Yes.i'm in office da:)
ham,"Are you sure you don't mean ""get here, we made you hold all the weed"""
spam,Get a iPhone for free! Just sign up at www.example.com.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
spam,Don't miss out on free trial! Click www.example.com to learn more.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,5 nights...We nt staying at port step liao...Too ex
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Are you being good, baby? :)"
spam,You've been selected for a free trial. Confirm your details at tinyurl.com/deal.
ham,Hmmm.but you should give it on one day..
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Oh...i asked for fun. Haha...take care. ü
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,Congratulations! You have won a free iPhone. Claim now at promo.link/redeem.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
spam,Act now! Exclusive deal on iPhone available at bit.ly/freegift.
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
spam,Get a TV for free! Just sign up at tinyurl.com/deal.
ham,I am going to sleep. I am tired of travel.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,I hope your pee burns tonite.
ham,when you and derek done with class?
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,"Awesome, that gonna be soon or later tonight?"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Dear i have reache room
ham,2 laptop... I noe infra but too slow lar... I wan fast one
spam,Your trip subscription is about to expire. Renew at promo.link/redeem.
ham,And pls pls drink plenty plenty water
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
spam,Don't miss out on free trial! Click tinyurl.com/deal to learn more.
spam,Your TV subscription is about to expire. Renew at tinyurl.com/deal.
spam,Your gift card subscription is about to expire. Renew at www.example.com.
ham,Jos ask if u wana meet up?
ham,Aaooooright are you at work?
spam,Limited time offer! Get 50% off on iPhone. Visit tinyurl.com/deal.
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,Ok
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Not much, just some textin'. How bout you?"
ham,Waiting for your call.
spam,Get a TV for free! Just sign up at promo.link/redeem.
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Ü got wat to buy tell us then ü no need to come in again.
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,I got your back! Do you have any dislikes in bed?
ham,No problem. We will be spending a lot of quality time together...
spam,Limited time offer! Get 30% off on iPhone. Visit promo.link/redeem.
ham,Actually I decided I was too hungry so I haven't left yet :V
spam,Act now! Exclusive deal on laptop available at tinyurl.com/deal.
ham,Wat's da model num of ur phone?
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,So can collect ur laptop?
ham,ALRITE
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
spam,Hurry! Your trip is waiting. Redeem today at www.example.com.
ham,Why de. You looking good only:-)..
spam,Earn $1000 working from home. Sign up today at www.example.com.
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,K..k:)how much does it cost?
spam,"Special offer for you! Buy one voucher, get one free at bit.ly/freegift."
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
spam,Congratulations! You have won a free laptop. Claim now at www.example.com.
spam,Hurry! Your laptop is waiting. Redeem today at promo.link/redeem.
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,Sat right? Okay thanks...
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
spam,Limited time offer! Get 50% off on laptop. Visit www.example.com.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
ham,Well. You know what i mean. Texting
spam,Congratulations! You have won a free gift card. Claim now at www.example.com.
ham,"""Gimme a few"" was  &lt;#&gt;  minutes ago"
ham,Have you been practising your curtsey?
ham,Yup... How ü noe leh...
spam,Hurry! Your iPhone is waiting. Redeem today at tinyurl.com/deal.
spam,You've been selected for a membership. Confirm your details at tinyurl.com/deal.
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
spam,Limited time offer! Get 50% off on TV. Visit promo.link/redeem.
spam,Don't miss out on cashback! Click www.example.com to learn more.
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,Where can download clear movies. Dvd copies.
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...
ham,"Yeah, probably here for a while"
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Hurry! Your iPhone is waiting. Redeem today at tinyurl.com/deal.
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,So what did the bank say about the money?
ham,"Sorry, I'll call later in meeting"
spam,Hurry! Your trip is waiting. Redeem today at bit.ly/freegift.
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Don't miss out on big savings! Click www.example.com to learn more.
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Yes we are chatting too.
ham,Whats the staff name who is taking class for us?
spam,Limited time offer! Get 70% off on TV. Visit promo.link/redeem.
ham,Ok... Sweet dreams...
ham,No plm i will come da. On the way.
spam,Limited time offer! Get 50% off on trip. Visit promo.link/redeem.
ham,"Damn, poor zac doesn't stand a chance"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,K da:)how many page you want?
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,Why did I wake up on my own &gt;:(
spam,Your TV subscription is about to expire. Renew at bit.ly/freegift.
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,yes baby! I need to stretch open your pussy!
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,Ok. I only ask abt e movie. U wan ktv oso?
spam,Get a iPhone for free! Just sign up at promo.link/redeem.
ham,Yup bathe liao...
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,Is fujitsu s series lifebook good?
ham,If you're not in my car in an hour and a half I'm going apeshit
